,STATE/UT,DISTRICT,STATE/UT_enc,DISTRICT_enc
4750,MAHARASHTRA,JALGAON,20,332
4751,MAHARASHTRA,JALNA,20,333
4752,MAHARASHTRA,KOLHAPUR,20,421
4753,MAHARASHTRA,LATUR,20,455
4754,MAHARASHTRA,MUMBAI COMMR.,20,504
4755,MAHARASHTRA,MUMBAI RLY.,20,505
4756,MAHARASHTRA,NAGPUR COMMR.,20,519
4757,MAHARASHTRA,NAGPUR RLY.,20,520
4758,MAHARASHTRA,NAGPUR RURAL,20,521
4759,MAHARASHTRA,NANDED,20,527
4760,MAHARASHTRA,NANDURBAR,20,528
4761,MAHARASHTRA,NASIK COMMR.,20,532
4762,MAHARASHTRA,NASIK RURAL,20,533
4763,MAHARASHTRA,NAVI MUMBAI,20,535
4764,MAHARASHTRA,OSMANABAD,20,554
4765,MAHARASHTRA,PARBHANI,20,568
4766,MAHARASHTRA,PUNE COMMR.,20,591
4767,MAHARASHTRA,PUNE RLY.,20,592
4768,MAHARASHTRA,PUNE RURAL,20,593
4769,MAHARASHTRA,RAIGAD,20,601
4770,MAHARASHTRA,RATNAGIRI,20,626
4771,MAHARASHTRA,SANGLI,20,649
4772,MAHARASHTRA,SATARA,20,656
4773,MAHARASHTRA,SINDHUDURG,20,687
4774,MAHARASHTRA,SOLAPUR COMMR.,20,698
4775,MAHARASHTRA,SOLAPUR RURAL,20,699
4776,MAHARASHTRA,THANE COMMR.,20,732
4777,MAHARASHTRA,THANE RURAL,20,733
4778,MAHARASHTRA,WARDHA,20,796
4779,MAHARASHTRA,WASHIM,20,797
4780,MAHARASHTRA,YAVATMAL,20,804
4782,MANIPUR,BISHNUPUR,21,109
4783,MANIPUR,CHANDEL,21,138
4784,MANIPUR,CHURACHANDPUR,21,156
4785,MANIPUR,IMPHAL EAST,21,308
4786,MANIPUR,IMPHAL WEST,21,309
4787,MANIPUR,SENAPATI,21,662
4788,MANIPUR,TAMENGLONG,21,727
4789,MANIPUR,THOUBAL,21,742
4790,MANIPUR,UKHRUL,21,766
4792,MEGHALAYA,GARO HILLS EAST,22,254
4793,MEGHALAYA,GARO HILLS SOUTH,22,255
4794,MEGHALAYA,GARO HILLS WEST,22,256
4795,MEGHALAYA,JAINTIA HILLS,22,320
4796,MEGHALAYA,KHASI HILLS EAST,22,404
4797,MEGHALAYA,KHASI HILLS WEST,22,405
4798,MEGHALAYA,RI-BHOI,22,631
4800,MIZORAM,AIZAWL,23,9
4801,MIZORAM,CHAMPHAI,23,137
4802,MIZORAM,KOLASIB,23,420
4803,MIZORAM,LAWNGTLAI,23,456
4804,MIZORAM,LUNGLEI,23,464
4805,MIZORAM,MAMIT,23,479
4806,MIZORAM,SAIHA,23,643
4807,MIZORAM,SERCHHIP,23,664
4809,NAGALAND,DIMAPUR,24,210
4810,NAGALAND,KIPHIRE,24,412
4811,NAGALAND,KOHIMA,24,417
4812,NAGALAND,LONGLENG,24,460
4813,NAGALAND,MOKOKCHUNG,24,496
4814,NAGALAND,MON,24,497
4815,NAGALAND,PEREN,24,578
4816,NAGALAND,PHEK,24,579
4817,NAGALAND,TUENSANG,24,758
4818,NAGALAND,WOKHA,24,801
4819,NAGALAND,ZUNHEBOTO,24,805
4821,ODISHA,ANGUL,25,31
4822,ODISHA,BALASORE,25,54
4823,ODISHA,BARAGARH,25,67
4824,ODISHA,BERHAMPUR,25,84
4825,ODISHA,BHADRAK,25,88
4826,ODISHA,BOLANGIR,25,113
4827,ODISHA,BOUDH,25,117
4828,ODISHA,CUTTACK,25,173
4829,ODISHA,DEOGARH,25,191
4830,ODISHA,DHENKANAL,25,204
4831,ODISHA,GAJAPATI,25,247
4832,ODISHA,GANJAM,25,251
4833,ODISHA,JAGATSINGHPUR,25,317
4834,ODISHA,JAJPUR,25,328
4835,ODISHA,JHARSUGUDA,25,352
4836,ODISHA,KALAHANDI,25,366
4837,ODISHA,KANDHAMAL,25,371
4838,ODISHA,KENDRAPARA,25,396
4839,ODISHA,KEONJHAR,25,397
4840,ODISHA,KHURDA,25,410
4841,ODISHA,KORAPUT,25,428
4842,ODISHA,MALKANGIR,25,478
4843,ODISHA,MAYURBHANJ,25,488
4844,ODISHA,NAYAGARH,25,539
4845,ODISHA,NOWRANGPUR,25,552
4846,ODISHA,NUAPADA,25,553
4847,ODISHA,PURI,25,595
4848,ODISHA,RAYAGADA,25,627
4849,ODISHA,ROURKELA,25,635
4850,ODISHA,SAMBALPUR,25,648
4851,ODISHA,SONEPUR,25,701
4852,ODISHA,SRP(CUTTACK),25,713
4853,ODISHA,SRP(ROURKELA),25,714
4854,ODISHA,SUNDARGARH,25,721
4856,PUNJAB,AMRITSAR,27,25
4857,PUNJAB,AMRITSAR RURAL,27,26
4858,PUNJAB,BARNALA,27,72
4859,PUNJAB,BATALA,27,77
4860,PUNJAB,BHATINDA,27,93
4861,PUNJAB,FARIDKOT,27,229
4862,PUNJAB,FATEHGARH SAHIB,27,232
4863,PUNJAB,FEROZPUR,27,236
4864,PUNJAB,G.R.P,27,238
4865,PUNJAB,GURDASPUR,27,279
4866,PUNJAB,HOSHIARPUR,27,300
4867,PUNJAB,JAGRAON,27,319
4868,PUNJAB,JALANDHAR,27,329
4869,PUNJAB,KAPURTHALA,27,380
4870,PUNJAB,KHANNA,27,401
4871,PUNJAB,LUDHIANA,27,462
4872,PUNJAB,MANSA,27,485
4873,PUNJAB,MOGA,27,495
4874,PUNJAB,MUKTSAR,27,502
4875,PUNJAB,NAWAN SHAHR,27,538
4876,PUNJAB,PATIALA,27,573
4877,PUNJAB,ROPAR,27,634
4878,PUNJAB,SANGRUR,27,650
4879,PUNJAB,SAS NGR,27,655
4880,PUNJAB,TARN TARAN,27,729
4882,RAJASTHAN,AJMER,28,10
4883,RAJASTHAN,ALWAR,28,17
4884,RAJASTHAN,BANSWARA,28,65
4885,RAJASTHAN,BARAN,28,69
4886,RAJASTHAN,BARMER,28,71
4887,RAJASTHAN,BHARATPUR,28,91
4888,RAJASTHAN,BHILWARA,28,95
4889,RAJASTHAN,BIKANER,28,106
4890,RAJASTHAN,BUNDI,28,121
4891,RAJASTHAN,CHITTORGARH,28,155
4892,RAJASTHAN,CHURU,28,157
4893,RAJASTHAN,DAUSA,28,186
4894,RAJASTHAN,DHOLPUR,28,205
4895,RAJASTHAN,DUNGARPUR,28,216
4896,RAJASTHAN,G.R.P.,28,239
4897,RAJASTHAN,GANGANAGAR,28,250
4898,RAJASTHAN,HANUMANGARH,28,287
4899,RAJASTHAN,JAIPUR EAST,28,322
4900,RAJASTHAN,JAIPUR NORTH,28,323
4901,RAJASTHAN,JAIPUR RURAL,28,324
4902,RAJASTHAN,JAIPUR SOUTH,28,325
4903,RAJASTHAN,JAISALMER,28,327
4904,RAJASTHAN,JALORE,28,334
4905,RAJASTHAN,JHALAWAR,28,349
4906,RAJASTHAN,JHUNJHUNU,28,353
4907,RAJASTHAN,JODHPUR CITY,28,356
4908,RAJASTHAN,JODHPUR RURAL,28,358
4909,RAJASTHAN,KARAULI,28,382
4910,RAJASTHAN,KOTA CITY,28,432
4911,RAJASTHAN,KOTA RURAL,28,433
4912,RAJASTHAN,NAGAUR,28,518
4913,RAJASTHAN,PALI,28,560
4914,RAJASTHAN,RAJSAMAND,28,616
4915,RAJASTHAN,SAWAI MADHOPUR,28,658
4916,RAJASTHAN,SIKAR,28,683
4917,RAJASTHAN,SIROHI,28,691
4918,RAJASTHAN,TONK,28,751
4919,RAJASTHAN,UDAIPUR,28,760
4921,SIKKIM,EAST,29,218
4922,SIKKIM,NORTH,29,546
4923,SIKKIM,SOUTH,29,705
4924,SIKKIM,WEST,29,799
4926,TAMIL NADU,CHENNAI,30,145
4927,TAMIL NADU,CHENNAI RLY.,30,146
4928,TAMIL NADU,COIMBATORE RURAL,30,160
4929,TAMIL NADU,COIMBATORE URBAN,30,161
4930,TAMIL NADU,CUDDALORE,30,171
4931,TAMIL NADU,DHARMAPURI,30,200
4932,TAMIL NADU,DINDIGUL,30,211
4933,TAMIL NADU,ERODE,30,224
4934,TAMIL NADU,KANCHIPURAM,30,370
4935,TAMIL NADU,KANYAKUMARI,30,379
4936,TAMIL NADU,KARUR,30,388
4937,TAMIL NADU,KRISHNAGIRI,30,439
4938,TAMIL NADU,MADURAI RURAL,30,467
4939,TAMIL NADU,MADURAI URBAN,30,468
4940,TAMIL NADU,NAGAPATTINAM,30,517
4941,TAMIL NADU,NAMAKKAL,30,526
4942,TAMIL NADU,NILGIRIS,30,544
4943,TAMIL NADU,PERAMBALUR,30,577
4944,TAMIL NADU,PUDUKOTTAI,30,589
4945,TAMIL NADU,RAMNATHAPURAM,30,621
4946,TAMIL NADU,SALEM RURAL,30,644
4947,TAMIL NADU,SALEM URBAN,30,645
4948,TAMIL NADU,SIVAGANGAI,30,695
4949,TAMIL NADU,THANJAVUR,30,734
4950,TAMIL NADU,THENI,30,735
4951,TAMIL NADU,THIRUNELVELI RURAL,30,736
4952,TAMIL NADU,THIRUNELVELI URBAN,30,737
4953,TAMIL NADU,THIRUVALLUR,30,738
4954,TAMIL NADU,THIRUVANNAMALAI,30,739
4955,TAMIL NADU,THIRUVARUR,30,740
4956,TAMIL NADU,THOOTHUGUDI,30,741
4957,TAMIL NADU,TRICHY RLY.,30,752
4958,TAMIL NADU,TRICHY RURAL,30,753
4959,TAMIL NADU,TRICHY URBAN,30,754
4960,TAMIL NADU,VELLORE,30,780
4961,TAMIL NADU,VILLUPURAM,30,785
4962,TAMIL NADU,VIRUDHUNAGAR,30,787
4964,TRIPURA,DHALAI,31,195
4965,TRIPURA,NORTH,31,546
4966,TRIPURA,SOUTH,31,705
4967,TRIPURA,WEST,31,799
4969,UTTAR PRADESH,AGRA,32,4
4970,UTTAR PRADESH,ALIGARH,32,13
4971,UTTAR PRADESH,ALLAHABAD,32,15
4972,UTTAR PRADESH,AMBEDKAR NAGAR,32,21
4973,UTTAR PRADESH,AURAIYA,32,39
4974,UTTAR PRADESH,AZAMGARH,32,44
4975,UTTAR PRADESH,BADAUN,32,45
4976,UTTAR PRADESH,BAGHPAT,32,50
4977,UTTAR PRADESH,BAHRAICH,32,51
4978,UTTAR PRADESH,BALLIA,32,55
4979,UTTAR PRADESH,BALRAMPUR,32,58
4980,UTTAR PRADESH,BANDA,32,59
4981,UTTAR PRADESH,BARABANKI,32,66
4982,UTTAR PRADESH,BAREILLY,32,70
4983,UTTAR PRADESH,BASTI,32,76
4984,UTTAR PRADESH,BIJNOR,32,105
4985,UTTAR PRADESH,BULANDSHAHAR,32,119
4986,UTTAR PRADESH,CHANDOLI,32,140
4987,UTTAR PRADESH,CHITRAKOOT DHAM,32,153
4988,UTTAR PRADESH,DEORIA,32,193
4989,UTTAR PRADESH,ETAH,32,225
4990,UTTAR PRADESH,ETAWAH,32,226
4991,UTTAR PRADESH,FAIZABAD,32,227
4992,UTTAR PRADESH,FATEHGARH,32,231
4993,UTTAR PRADESH,FATEHPUR,32,233
4994,UTTAR PRADESH,FIROZABAD,32,237
4995,UTTAR PRADESH,G.R.P.,32,239
4996,UTTAR PRADESH,GAUTAMBUDH NAGAR,32,257
4997,UTTAR PRADESH,GHAZIABAD,32,259
4998,UTTAR PRADESH,GHAZIPUR,32,260
4999,UTTAR PRADESH,GONDA,32,266
5000,UTTAR PRADESH,GORAKHPUR,32,269
5001,UTTAR PRADESH,HAMIRPUR,32,284
5002,UTTAR PRADESH,HARDOI,32,289
5003,UTTAR PRADESH,HATHRAS,32,292
5004,UTTAR PRADESH,J.P.NAGAR,32,314
5005,UTTAR PRADESH,JALAUN,32,331
5006,UTTAR PRADESH,JAUNPUR,32,345
5007,UTTAR PRADESH,JHANSI,32,350
5008,UTTAR PRADESH,KANNAUJ,32,374
5009,UTTAR PRADESH,KANPUR DEHAT,32,376
5010,UTTAR PRADESH,KANPUR NAGAR,32,377
5011,UTTAR PRADESH,KAUSHAMBI,32,394
5012,UTTAR PRADESH,KHIRI,32,407
5013,UTTAR PRADESH,KUSHI NAGAR,32,445
5014,UTTAR PRADESH,LALITPUR,32,453
5015,UTTAR PRADESH,LUCKNOW,32,461
5016,UTTAR PRADESH,MAHARAJGANJ,32,470
5017,UTTAR PRADESH,MAHOBA,32,473
5018,UTTAR PRADESH,MAINPURI,32,474
5019,UTTAR PRADESH,MATHURA,32,486
5020,UTTAR PRADESH,MAU,32,487
5021,UTTAR PRADESH,MEERUT,32,490
5022,UTTAR PRADESH,MIRZAPUR,32,494
5023,UTTAR PRADESH,MORADABAD,32,498
5024,UTTAR PRADESH,MUZAFFARNAGAR,32,509
5025,UTTAR PRADESH,PILIBHIT,32,580
5026,UTTAR PRADESH,PRATAPGARH,32,587
5027,UTTAR PRADESH,RAIBAREILLY,32,599
5028,UTTAR PRADESH,RAMPUR,32,622
5029,UTTAR PRADESH,SAHARANPUR,32,640
5030,UTTAR PRADESH,SANT KABIRNAGAR,32,651
5031,UTTAR PRADESH,SHAHJAHANPUR,32,666
5032,UTTAR PRADESH,SHRAWASTI,32,675
5033,UTTAR PRADESH,SIDHARTHNAGAR,32,680
5034,UTTAR PRADESH,SITAPUR,32,694
5035,UTTAR PRADESH,SONBHADRA,32,700
5036,UTTAR PRADESH,ST.RAVIDASNAGAR,32,715
5037,UTTAR PRADESH,SULTANPUR,32,720
5038,UTTAR PRADESH,UNNAO,32,770
5039,UTTAR PRADESH,VARANASI,32,779
5041,UTTARAKHAND,ALMORA,33,16
5042,UTTARAKHAND,BAGESHWAR,33,49
5043,UTTARAKHAND,CHAMOLI,33,135
5044,UTTARAKHAND,CHAMPAWAT,33,136
5045,UTTARAKHAND,DEHRADUN,33,190
5046,UTTARAKHAND,HARIDWAR,33,290
5047,UTTARAKHAND,NAINITAL,33,522
5048,UTTARAKHAND,PAURI GARHWAL,33,576
5049,UTTARAKHAND,PITHORAGARH,33,581
5050,UTTARAKHAND,RUDRA PRAYAG,33,636
5051,UTTARAKHAND,TEHRI GARHWAL,33,731
5052,UTTARAKHAND,UDHAMSINGH NAGAR,33,763
5053,UTTARAKHAND,UTTARKASHI,33,774
5055,WEST BENGAL,24 PARGANAS NORTH,34,0
5056,WEST BENGAL,24 PARGANAS SOUTH,34,1
5057,WEST BENGAL,ASANSOL,34,37
5058,WEST BENGAL,BANKURA,34,64
5059,WEST BENGAL,BIRBHUM,34,108
5060,WEST BENGAL,BURDWAN,34,122
5061,WEST BENGAL,COOCHBEHAR,34,162
5062,WEST BENGAL,DAKSHIN DINAJPUR,34,177
5063,WEST BENGAL,DARJEELING,34,183
5064,WEST BENGAL,HOOGHLY,34,298
5065,WEST BENGAL,HOWRAH,34,301
5066,WEST BENGAL,HOWRAH G.R.P.,34,303
5067,WEST BENGAL,JALPAIGURI,34,335
5068,WEST BENGAL,KHARAGPUR G.R.P.,34,402
5069,WEST BENGAL,KOLKATA,34,422
5070,WEST BENGAL,MALDA,34,477
5071,WEST BENGAL,MURSHIDABAD,34,508
5072,WEST BENGAL,NADIA,34,515
5073,WEST BENGAL,PASCHIM MIDNAPUR,34,569
5074,WEST BENGAL,PURAB MIDNAPUR,34,594
5075,WEST BENGAL,PURULIA,34,597
5076,WEST BENGAL,SEALDAH G.R.P.,34,660
5077,WEST BENGAL,SILIGURI G.R.P.,34,684
5078,WEST BENGAL,UTTAR DINAJPUR,34,772
5080,A & N ISLANDS,A and N ISLANDS,0,2
5082,CHANDIGARH,CHANDIGARH,5,139
5084,D & N HAVELI,D and N HAVELI,7,175
5086,DAMAN & DIU,DAMAN,8,179
5087,DAMAN & DIU,DIU,8,213
5089,DELHI UT,CENTRAL,9,131
5091,DELHI UT,EAST,9,218
5092,DELHI UT,GRP(RLY),9,272
5093,DELHI UT,IGI AIRPORT,9,307
5094,DELHI UT,NEW DELHI,9,542
5095,DELHI UT,NORTH,9,546
5096,DELHI UT,NORTH-EAST,9,550
5097,DELHI UT,NORTH-WEST,9,551
5098,DELHI UT,OUTER,9,555
5099,DELHI UT,SOUTH,9,705
5100,DELHI UT,SOUTH-WEST,9,709
5101,DELHI UT,STF,9,716
5102,DELHI UT,WEST,9,799
5103,LAKSHADWEEP,LAKSHADWEEP,18,452
5105,PUDUCHERRY,KARAIKAL,26,381
5106,PUDUCHERRY,PONDICHERRY,26,582
5108,ANDHRA PRADESH,ADILABAD,1,3
5109,ANDHRA PRADESH,ANANTAPUR,1,28
5110,ANDHRA PRADESH,CHITTOOR,1,154
5111,ANDHRA PRADESH,CUDDAPAH,1,172
5112,ANDHRA PRADESH,CYBERABAD,1,174
5113,ANDHRA PRADESH,EAST GODAVARI,1,219
5114,ANDHRA PRADESH,GUNTAKAL RLY.,1,276
5115,ANDHRA PRADESH,GUNTUR,1,277
5116,ANDHRA PRADESH,HYDERABAD CITY,1,304
5117,ANDHRA PRADESH,KARIMNAGAR,1,386
5118,ANDHRA PRADESH,KHAMMAM,1,399
5119,ANDHRA PRADESH,KRISHNA,1,438
5120,ANDHRA PRADESH,KURNOOL,1,443
5121,ANDHRA PRADESH,MAHABOOBNAGAR,1,469
5122,ANDHRA PRADESH,MEDAK,1,489
5123,ANDHRA PRADESH,NALGONDA,1,525
5124,ANDHRA PRADESH,NELLORE,1,541
5125,ANDHRA PRADESH,NIZAMABAD,1,545
5126,ANDHRA PRADESH,PRAKASHAM,1,586
5127,ANDHRA PRADESH,RANGA REDDY,1,624
5128,ANDHRA PRADESH,SECUNDERABAD RLY.,1,661
5129,ANDHRA PRADESH,SRIKAKULAM,1,711
5130,ANDHRA PRADESH,VIJAYAWADA CITY,1,783
5131,ANDHRA PRADESH,VIJAYAWADA RLY.,1,784
5132,ANDHRA PRADESH,VISAKHA RURAL,1,788
5133,ANDHRA PRADESH,VISAKHAPATNAM,1,789
5134,ANDHRA PRADESH,VIZIANAGARAM,1,790
5135,ANDHRA PRADESH,WARANGAL,1,794
5136,ANDHRA PRADESH,WEST GODAVARI,1,800
5138,ARUNACHAL PRADESH,CHANGLANG,2,142
5139,ARUNACHAL PRADESH,DIBANG VALLEY,2,208
5140,ARUNACHAL PRADESH,K/KUMEY,2,363
5141,ARUNACHAL PRADESH,KAMENG EAST,2,367
5142,ARUNACHAL PRADESH,KAMENG WEST,2,368
5143,ARUNACHAL PRADESH,LOHIT,2,459
5144,ARUNACHAL PRADESH,PAPUM PARE,2,567
5145,ARUNACHAL PRADESH,SIANG EAST,2,676
5146,ARUNACHAL PRADESH,SIANG UPPER,2,677
5147,ARUNACHAL PRADESH,SIANG WEST,2,678
5148,ARUNACHAL PRADESH,SUBANSIRI LOWER,2,717
5149,ARUNACHAL PRADESH,SUBANSIRI UPPER,2,718
5150,ARUNACHAL PRADESH,TAWANG,2,730
5151,ARUNACHAL PRADESH,TIRAP,2,748
5152,ARUNACHAL PRADESH,UPPER DIBANG VALLEY,2,771
5154,ASSAM,BARPETA,3,73
5155,ASSAM,BASKA,3,75
5156,ASSAM,BONGAIGAON,3,114
5157,ASSAM,C.I.D.,3,125
5158,ASSAM,CACHAR,3,126
5159,ASSAM,CHIRANG,3,151
5160,ASSAM,DARRANG,3,184
5161,ASSAM,DHEMAJI,3,203
5162,ASSAM,DHUBRI,3,206
5163,ASSAM,DIBRUGARH,3,209
5164,ASSAM,G.R.P.,3,239
5165,ASSAM,GOALPARA,3,262
5166,ASSAM,GOLAGHAT,3,264
5167,ASSAM,GUWAHATI CITY,3,281
5168,ASSAM,HAILAKANDI,3,283
5169,ASSAM,JORHAT,3,360
5170,ASSAM,KAMRUP,3,369
5171,ASSAM,KARBI ANGLONG,3,383
5172,ASSAM,KARIMGANJ,3,385
5173,ASSAM,KOKRAJHAR,3,418
5174,ASSAM,LAKHIMPUR,3,450
5175,ASSAM,MORIGAON,3,500
5176,ASSAM,N.C.HILLS,3,514
5177,ASSAM,NAGAON,3,516
5178,ASSAM,NALBARI,3,524
5179,ASSAM,R.P.O.,3,598
5180,ASSAM,SIBSAGAR,3,679
5181,ASSAM,SONITPUR,3,703
5182,ASSAM,TINSUKIA,3,747
5183,ASSAM,UDALGURI,3,761
5185,BIHAR,ARARIA,4,34
5186,BIHAR,ARWAL,4,36
5187,BIHAR,AURANGABAD,4,40
5188,BIHAR,BAGAHA,4,47
5189,BIHAR,BANKA,4,63
5190,BIHAR,BEGUSARAI,4,80
5191,BIHAR,BETTIAH,4,85
5192,BIHAR,BHABHUA,4,87
5193,BIHAR,BHAGALPUR,4,89
5194,BIHAR,BHOJPUR,4,99
5195,BIHAR,BUXAR,4,124
5196,BIHAR,DARBHANGA,4,182
5197,BIHAR,GAYA,4,258
5198,BIHAR,GOPALGANJ,4,268
5199,BIHAR,JAMALPUR RLY.,4,336
5200,BIHAR,JAMUI,4,342
5201,BIHAR,JEHANABAD,4,346
5202,BIHAR,KATIHAR,4,391
5203,BIHAR,KATIHAR RLY.,4,392
5204,BIHAR,KHAGARIA,4,398
5205,BIHAR,KISHANGANJ,4,413
5206,BIHAR,LAKHISARAI,4,451
5207,BIHAR,MADHEPURA,4,465
5208,BIHAR,MADHUBANI,4,466
5209,BIHAR,MOTIHARI,4,501
5210,BIHAR,MUNGER,4,507
5211,BIHAR,MUZAFFARPUR,4,510
5212,BIHAR,MUZAFFARPUR RLY.,4,511
5213,BIHAR,NALANDA,4,523
5214,BIHAR,NAUGACHIA,4,534
5215,BIHAR,NAWADAH,4,537
5216,BIHAR,PATNA,4,574
5217,BIHAR,PATNA RLY.,4,575
5218,BIHAR,PURNEA,4,596
5219,BIHAR,ROHTAS,4,633
5220,BIHAR,SAHARSA,4,641
5221,BIHAR,SAMASTIPUR,4,646
5222,BIHAR,SARAN,4,653
5223,BIHAR,SHEIKHPURA,4,668
5224,BIHAR,SHEOHAR,4,669
5225,BIHAR,SITAMARHI,4,693
5226,BIHAR,SIWAN,4,696
5227,BIHAR,SUPAUL,4,722
5228,BIHAR,VAISHALI,4,777
5230,CHHATTISGARH,BALRAMPUR,6,58
5231,CHHATTISGARH,BILASPUR,6,107
5232,CHHATTISGARH,BIZAPUR,6,110
5233,CHHATTISGARH,DANTEWARA,6,181
5234,CHHATTISGARH,DHAMTARI,6,196
5235,CHHATTISGARH,DURG,6,217
5236,CHHATTISGARH,GRP RAIPUR,6,271
5237,CHHATTISGARH,JAGDALPUR,6,318
5238,CHHATTISGARH,JANJGIR,6,343
5239,CHHATTISGARH,JASHPUR,6,344
5240,CHHATTISGARH,KABIRDHAM,6,364
5241,CHHATTISGARH,KANKER,6,373
5242,CHHATTISGARH,KORBA,6,429
5243,CHHATTISGARH,KORIYA,6,430
5244,CHHATTISGARH,MAHASAMUND,6,471
5245,CHHATTISGARH,NARAYANPUR,6,529
5246,CHHATTISGARH,RAIGARH,6,602
5247,CHHATTISGARH,RAIPUR,6,608
5248,CHHATTISGARH,RAJNANDGAON,6,614
5249,CHHATTISGARH,SARGUJA,6,654
5250,CHHATTISGARH,SURAJPUR,6,723
5252,GOA,NORTH GOA,10,548
5253,GOA,SOUTH GOA,10,706
5255,GUJARAT,AHMEDABAD COMMR.,11,5
5256,GUJARAT,AHMEDABAD RURAL,11,6
5257,GUJARAT,AHWA-DANG,11,8
5258,GUJARAT,AMRELI,11,24
5259,GUJARAT,ANAND,11,27
5260,GUJARAT,BHARUCH,11,92
5261,GUJARAT,BHAVNAGAR,11,94
5262,GUJARAT,DAHOD,11,176
5263,GUJARAT,GANDHINAGAR,11,249
5264,GUJARAT,HIMATNAGAR,11,295
5265,GUJARAT,JAMNAGAR,11,338
5266,GUJARAT,JUNAGADH,11,361
5267,GUJARAT,KHEDA NORTH,11,406
5268,GUJARAT,KUTCH,11,446
5269,GUJARAT,MEHSANA,11,491
5270,GUJARAT,NARMADA,11,530
5271,GUJARAT,NAVSARI,11,536
5272,GUJARAT,PALANPUR,11,559
5273,GUJARAT,PANCHMAHAL,11,563
5274,GUJARAT,PATAN,11,570
5275,GUJARAT,PORBANDAR,11,584
5276,GUJARAT,RAJKOT COMMR.,11,612
5277,GUJARAT,RAJKOT RURAL,11,613
5278,GUJARAT,SURAT COMMR.,11,724
5279,GUJARAT,SURAT RURAL,11,725
5280,GUJARAT,SURENDRANAGAR,11,726
5281,GUJARAT,TAPI,11,728
5282,GUJARAT,VADODARA COMMR.,11,775
5283,GUJARAT,VADODARA RURAL,11,776
5284,GUJARAT,VALSAD,11,778
5285,GUJARAT,W.RLY,11,791
5287,HARYANA,AMBALA,12,18
5288,HARYANA,BHIWANI,12,98
5289,HARYANA,FARIDABAD,12,228
5290,HARYANA,FATEHABAD,12,230
5291,HARYANA,GRP,12,270
5292,HARYANA,GURGAON,12,280
5293,HARYANA,HISSAR,12,297
5294,HARYANA,JHAJJAR,12,348
5295,HARYANA,JIND,12,354
5296,HARYANA,KAITHAL,12,365
5297,HARYANA,KARNAL,12,387
5298,HARYANA,KURUKSHETRA,12,444
5299,HARYANA,MAHENDRAGARH,12,472
5300,HARYANA,MEWAT,12,492
5301,HARYANA,PALWAL,12,561
5302,HARYANA,PANCHKULA,12,562
5303,HARYANA,PANIPAT,12,565
5304,HARYANA,REWARI,12,630
5305,HARYANA,ROHTAK,12,632
5306,HARYANA,SIRSA,12,692
5307,HARYANA,SONIPAT,12,702
5308,HARYANA,YAMUNANAGAR,12,803
5310,HIMACHAL PRADESH,BILASPUR,13,107
5311,HIMACHAL PRADESH,CHAMBA,13,134
5312,HIMACHAL PRADESH,G.R.P.,13,239
5313,HIMACHAL PRADESH,HAMIRPUR,13,284
5314,HIMACHAL PRADESH,KANGRA,13,372
5315,HIMACHAL PRADESH,KINNAUR,13,411
5316,HIMACHAL PRADESH,KULLU,13,441
5317,HIMACHAL PRADESH,LAHAUL-SPITI,13,449
5318,HIMACHAL PRADESH,MANDI,13,480
5319,HIMACHAL PRADESH,SHIMLA,13,671
5320,HIMACHAL PRADESH,SIRMAUR,13,690
5321,HIMACHAL PRADESH,SOLAN,13,697
5322,HIMACHAL PRADESH,UNA,13,768
5324,JAMMU & KASHMIR,ANANTNAG,14,29
5325,JAMMU & KASHMIR,AWANTIPORA,14,43
5326,JAMMU & KASHMIR,BANDIPORA,14,60
5327,JAMMU & KASHMIR,BARAMULLA,14,68
5328,JAMMU & KASHMIR,BUDGAM,14,118
5329,JAMMU & KASHMIR,CRIME JAMMU,14,167
5330,JAMMU & KASHMIR,CRIME SRINAGAR,14,169
5331,JAMMU & KASHMIR,DODA,14,214
5332,JAMMU & KASHMIR,GANDERBAL,14,248
5333,JAMMU & KASHMIR,HANDWARA,14,286
5334,JAMMU & KASHMIR,JAMMU,14,337
5335,JAMMU & KASHMIR,KARGIL,14,384
5336,JAMMU & KASHMIR,KATHUA,14,390
5337,JAMMU & KASHMIR,KISHTWAR,14,414
5338,JAMMU & KASHMIR,KULGAM,14,440
5339,JAMMU & KASHMIR,KUPWARA,14,442
5340,JAMMU & KASHMIR,LEH,14,457
5341,JAMMU & KASHMIR,POONCH,14,583
5342,JAMMU & KASHMIR,PULWAMA,14,590
5343,JAMMU & KASHMIR,RAILWAYS,14,603
5344,JAMMU & KASHMIR,RAJOURI,14,615
5345,JAMMU & KASHMIR,RAMBAN,14,619
5346,JAMMU & KASHMIR,REASI,14,628
5347,JAMMU & KASHMIR,SAMBA,14,647
5348,JAMMU & KASHMIR,SHOPIAN,14,674
5349,JAMMU & KASHMIR,SRINAGAR,14,712
5350,JAMMU & KASHMIR,UDHAMPUR,14,762
5352,JHARKHAND,BOKARO,15,112
5353,JHARKHAND,CHAIBASA,15,132
5354,JHARKHAND,CHATRA,15,143
5355,JHARKHAND,DEOGHAR,15,192
5356,JHARKHAND,DHANBAD,15,197
5357,JHARKHAND,DHANBAD RLY.,15,198
5358,JHARKHAND,DUMKA,15,215
5359,JHARKHAND,GARHWA,15,252
5360,JHARKHAND,GIRIDIH,15,261
